Doc_ID,City,Country,Num_Reviews,CLEANLINESS,ROOM,SERVICE,LOCATION,VALUE,OVERALL_RATING
are_dubai_peninsula_hotel,dubai,ARE,1,4.0,4.0,4.0,4.0,5.0,4.2
are_dubai_vendome_plaza_hotel,dubai,ARE,6,2.5,2.333,2.833,3.667,2.333,2.733
usa_nevada_las-vegas_staybridge_suites_las_vegas,las vegas,usa,104,4.885,4.913,4.721,4.26,4.856,4.727
usa_nevada_las-vegas_four_seasons_hotel_las_vegas,las vegas,usa,283,4.823,4.615,4.693,4.219,4.339,4.538
usa_nevada_las-vegas_desert_rose_resort,las vegas,usa,301,4.601,4.615,4.548,4.468,4.708,4.588
usa_nevada_las-vegas_signature_at_mgm_grand,las vegas,usa,301,4.757,4.761,4.455,4.13,4.455,4.512
usa_nevada_las-vegas_skylofts_at_mgm_grand,las vegas,usa,66,4.864,4.894,4.803,4.53,4.379,4.694
usa_nevada_las-vegas_wingate_by_wyndham_henderson,las vegas,usa,29,4.793,4.69,4.759,4.276,4.655,4.634
usa_nevada_las-vegas_marriott_s_grand_chateau,las vegas,usa,147,4.633,4.578,4.32,4.435,4.32,4.457
usa_nevada_las-vegas_platinum_hotel_and_spa,las vegas,usa,301,4.654,4.791,4.332,3.96,4.508,4.449
usa_nevada_las-vegas_element_by_westin_las_vegas_summerlin,las vegas,usa,23,4.696,4.652,4.391,3.783,4.478,4.4
usa_nevada_las-vegas_jw_marriott_las_vegas_resort_spa_golf,las vegas,usa,188,4.617,4.612,4.41,4.021,4.287,4.389
usa_nevada_las-vegas_bellagio_las_vegas,las vegas,usa,301,4.575,4.322,4.176,4.847,3.97,4.378
usa_nevada_las-vegas_wynn_las_vegas,las vegas,usa,301,4.741,4.585,4.209,4.236,3.973,4.349
usa_nevada_las-vegas_the_palazzo_resort_hotel_casino,las vegas,usa,301,4.339,4.568,4.1,4.561,4.033,4.32
usa_nevada_las-vegas_venetian_resort_hotel_casino,las vegas,usa,301,4.508,4.405,3.95,4.628,3.927,4.284
usa_nevada_las-vegas_south_point_hotel_casino_and_spa,las vegas,usa,301,4.575,4.508,4.06,3.369,4.498,4.202
usa_nevada_las-vegas_encore_at_wynn_las_vegas,las vegas,usa,301,4.694,4.528,3.907,3.811,3.764,4.141
usa_nevada_las-vegas_palms_place_hotel_spa,las vegas,usa,87,4.414,4.724,4.287,3.805,4.437,4.333
usa_nevada_las-vegas_bill_s_gamblin_hall_saloon,las vegas,usa,301,4.272,4.103,4.066,4.91,4.615,4.393
usa_nevada_las-vegas_summer_bay_resorts_las_vegas_desert_club,las vegas,usa,29,4.552,4.414,4.207,4.276,4.517,4.393
usa_nevada_las-vegas_the_carriage_house,las vegas,usa,93,4.43,4.312,4.355,4.258,4.505,4.372
usa_nevada_las-vegas_holiday_inn_express_hotel_and_suites_las_vegas_215_beltway,las vegas,usa,13,4.692,4.615,4.769,4.385,4.769,4.646
usa_nevada_las-vegas_mirage_hotel_casino,las vegas,usa,301,4.425,4.233,4.13,4.781,4.163,4.346
usa_nevada_las-vegas_the_orleans_hotel_casino,las vegas,usa,301,4.166,3.99,4.003,3.472,4.282,3.983
usa_nevada_las-vegas_hilton_grand_vacations_suites_on_the_las_vegas_strip,las vegas,usa,251,4.546,4.506,4.275,3.315,4.239,4.176
usa_nevada_las-vegas_renaissance_las_vegas_hotel,las vegas,usa,137,4.599,4.38,4.343,3.657,4.219,4.239
usa_nevada_las-vegas_thehotel_at_mandalay_bay,las vegas,usa,301,4.312,4.415,3.96,3.558,3.857,4.021
usa_nevada_las-vegas_main_street_station_hotel_casino,las vegas,usa,79,4.392,4.114,4.114,3.797,4.506,4.185
usa_nevada_las-vegas_hilton_grand_vacations_club_at_the_flamingo_las_vegas,las vegas,usa,64,4.266,4.219,4.141,4.703,4.328,4.331
usa_nevada_las-vegas_wyndham_grand_desert,las vegas,usa,155,4.458,4.297,4.103,3.787,4.239,4.177
usa_nevada_las-vegas_embassy_suites_hotel_convention_center_paradise_road_las_vegas,las vegas,usa,68,4.294,4.074,4.103,3.706,4.132,4.062
usa_nevada_las-vegas_suncoast_hotel_and_casino,las vegas,usa,78,4.474,4.333,4.038,3.744,4.321,4.182
usa_nevada_las-vegas_the_mansion_at_mgm_grand,las vegas,usa,6,5.0,5.0,5.0,5.0,5.0,5.0
usa_nevada_las-vegas_treasure_island_ti_hotel_casino,las vegas,usa,301,4.395,4.173,3.847,4.558,4.173,4.229
usa_nevada_las-vegas_golden_nugget,las vegas,usa,301,4.272,4.056,3.983,4.047,4.14,4.1
usa_nevada_las-vegas_hampton_inn_suites_las_vegas_west_summerlin,las vegas,usa,13,4.769,4.692,4.615,3.846,4.462,4.477
usa_nevada_las-vegas_red_rock_casino_resort_spa,las vegas,usa,279,4.566,4.609,4.072,3.62,3.971,4.168
usa_nevada_las-vegas_embassy_suites_las_vegas_airport,las vegas,usa,64,4.312,4.266,4.312,3.75,4.203,4.169
usa_nevada_las-vegas_hilton_garden_inn_las_vegas_strip_south,las vegas,usa,23,4.783,4.522,4.348,3.696,4.043,4.278
usa_nevada_las-vegas_sam_s_town_hotel_and_gambling_hall,las vegas,usa,99,4.212,3.98,4.141,3.323,4.394,4.01
usa_nevada_las-vegas_springhill_suites_las_vegas_convention_center,las vegas,usa,4,4.75,4.75,4.75,4.0,4.5,4.55
usa_nevada_las-vegas_marriott_suites_las_vegas,las vegas,usa,40,4.625,4.475,4.3,3.525,4.25,4.235
usa_nevada_las-vegas_mgm_grand_hotel_and_casino,las vegas,usa,301,4.322,3.837,3.811,4.066,3.957,3.999
usa_nevada_las-vegas_caesars_palace_classic_hotel,las vegas,usa,301,4.179,4.043,3.701,4.664,3.571,4.032
usa_nevada_las-vegas_holiday_inn_express_las_vegas_south,las vegas,usa,76,4.539,4.355,4.421,3.842,4.382,4.308
usa_nevada_las-vegas_paris_las_vegas_hotel,las vegas,usa,301,4.193,3.801,3.694,4.751,3.821,4.052
usa_nevada_las-vegas_tuscany_suites_casino,las vegas,usa,242,3.992,3.802,3.554,3.702,3.938,3.798
usa_nevada_las-vegas_trump_international_hotel_tower_las_vegas,las vegas,usa,301,4.349,4.365,3.764,3.219,3.88,3.916
usa_nevada_las-vegas_microtel_inn_suites_las_vegas,las vegas,usa,19,4.632,4.211,4.158,3.632,4.368,4.2
usa_nevada_las-vegas_la_quinta_summerlin_tech,las vegas,usa,6,4.0,4.333,4.167,3.667,4.5,4.133
usa_nevada_las-vegas_four_queens_hotel_and_casino,las vegas,usa,288,4.118,3.823,4.007,4.299,4.243,4.098
usa_nevada_las-vegas_cancun_resort,las vegas,usa,96,4.188,3.917,3.792,3.479,3.906,3.856
usa_nevada_las-vegas_mandalay_bay_resort_casino,las vegas,usa,301,4.249,4.116,3.814,3.329,3.561,3.814
usa_nevada_las-vegas_new_york_new_york_hotel_and_casino,las vegas,usa,301,4.103,3.668,3.651,4.017,3.761,3.84
usa_nevada_las-vegas_homewood_suites_las_vegas_airport,las vegas,usa,21,4.524,4.476,4.143,3.714,4.333,4.238
usa_nevada_las-vegas_planet_hollywood_resort_casino,las vegas,usa,301,4.06,3.844,3.684,4.704,3.95,4.049
usa_nevada_las-vegas_grandview_at_las_vegas,las vegas,usa,230,4.313,4.213,3.704,3.357,4.087,3.935
usa_nevada_las-vegas_terrible_s_hotel_casino,las vegas,usa,103,3.777,3.718,3.68,3.485,4.175,3.767
usa_nevada_las-vegas_hilton_grand_vacation_suites_las_vegas_convention_center,las vegas,usa,68,4.338,4.059,4.206,3.485,4.103,4.038
usa_nevada_las-vegas_desert_paradise_resort,las vegas,usa,30,4.367,4.167,4.0,3.8,4.233,4.113
usa_nevada_las-vegas_tahiti_village,las vegas,usa,177,4.407,4.282,3.582,3.655,4.028,3.991
usa_nevada_las-vegas_hampton_inn_tropicana,las vegas,usa,35,4.4,4.2,4.057,3.686,4.057,4.08
usa_nevada_las-vegas_tahiti_vacation_club,las vegas,usa,28,4.179,4.036,3.607,3.786,4.179,3.957
usa_nevada_las-vegas_residence_inn_las_vegas_south,las vegas,usa,32,4.469,4.312,4.344,3.969,4.125,4.244
usa_nevada_las-vegas_gold_coast_hotel_and_casino,las vegas,usa,184,3.989,3.701,3.777,3.549,4.212,3.846
usa_nevada_las-vegas_hotel32_at_monte_carlo,las vegas,usa,4,4.75,3.75,4.5,4.75,3.5,4.25
usa_nevada_las-vegas_cliffs_at_peace_canyon,las vegas,usa,59,4.356,4.237,3.983,4.119,4.305,4.2
usa_nevada_las-vegas_doubletree_club_hotel_las_vegas_airport,las vegas,usa,40,4.125,4.075,4.1,3.925,4.125,4.07
usa_nevada_las-vegas_bally_s_las_vegas_hotel_casino,las vegas,usa,301,3.794,3.591,3.595,4.625,3.993,3.92
usa_nevada_las-vegas_stratosphere_hotel_casino_and_tower,las vegas,usa,301,3.924,3.608,3.492,2.801,4.01,3.567
usa_nevada_las-vegas_polo_towers,las vegas,usa,82,4.061,3.878,3.756,4.305,3.854,3.971
usa_nevada_las-vegas_fairfield_inn_las_vegas_airport,las vegas,usa,18,4.611,3.944,4.167,3.444,3.889,4.011
usa_nevada_las-vegas_jockey_club,las vegas,usa,94,4.0,3.84,3.766,4.33,3.83,3.953
usa_nevada_las-vegas_el_cortez_hotel_casino,las vegas,usa,123,4.073,3.886,3.813,3.537,4.252,3.912
usa_nevada_las-vegas_crestwood_suites_las_vegas_boulevard,las vegas,usa,27,3.519,3.593,3.667,3.852,3.815,3.689
usa_nevada_las-vegas_golden_gate_hotel_casino,las vegas,usa,66,3.788,3.182,3.727,4.197,4.242,3.827
usa_nevada_las-vegas_la_quinta_inn_and_suites_las_vegas_west,las vegas,usa,14,4.143,3.857,4.071,3.5,4.071,3.929
usa_nevada_las-vegas_emerald_suites,las vegas,usa,68,4.015,3.721,3.838,3.809,4.029,3.882
usa_nevada_las-vegas_emerald_suites_cameron,las vegas,usa,30,3.9,3.7,3.667,3.867,4.033,3.833
usa_nevada_las-vegas_hyatt_place_las_vegas,las vegas,usa,31,4.129,4.032,4.0,3.355,3.968,3.897
usa_nevada_las-vegas_eastside_cannery_casino_hotel,las vegas,usa,20,4.5,4.35,3.9,3.45,4.45,4.13
usa_nevada_las-vegas_harrah_s_las_vegas_casino_hotel,las vegas,usa,301,3.937,3.522,3.515,4.542,3.854,3.874
usa_nevada_las-vegas_courtyard_by_marriott_las_vegas_south,las vegas,usa,24,4.292,4.167,4.458,3.833,4.042,4.158
usa_nevada_las-vegas_excalibur_hotel_casino,las vegas,usa,301,3.468,3.329,3.332,4.037,3.907,3.615
usa_nevada_las-vegas_residence_inn_las_vegas_hughes_center,las vegas,usa,24,4.375,4.167,4.25,4.125,4.167,4.217
usa_nevada_las-vegas_summer_bay_resort_las_vegas,las vegas,usa,84,3.81,3.583,3.607,3.917,3.679,3.719
usa_nevada_las-vegas_fremont_hotel_and_casino,las vegas,usa,75,4.04,3.64,4.053,4.333,4.16,4.045
usa_nevada_las-vegas_el_cortez_cabana_suites,las vegas,usa,7,4.571,4.143,4.143,3.571,4.571,4.2
usa_nevada_las-vegas_rio_suite_hotel_and_casino,las vegas,usa,301,3.711,3.678,3.525,3.047,3.568,3.506
usa_nevada_las-vegas_falcon_ridge_hotel,las vegas,usa,33,4.212,4.03,3.97,4.061,4.152,4.085
usa_nevada_las-vegas_rodeway_inn_convention_center,las vegas,usa,34,3.853,3.941,3.324,3.853,4.0,3.794
usa_nevada_las-vegas_worldmark_tropicana,las vegas,usa,4,4.75,4.5,4.0,3.5,4.25,4.2
usa_nevada_las-vegas_flamingo_hotel_casino,las vegas,usa,301,3.206,3.256,3.296,4.651,3.711,3.624
usa_nevada_las-vegas_monte_carlo_resort_casino,las vegas,usa,301,3.704,3.243,3.585,4.136,3.744,3.682
usa_nevada_las-vegas_la_quinta_inn_las_vegas_airport,las vegas,usa,20,3.65,3.5,3.7,3.4,3.65,3.58
usa_nevada_las-vegas_las_vegas_club_36,las vegas,usa,28,4.036,3.929,3.536,2.857,3.571,3.586
usa_nevada_las-vegas_meridian_luxury_suites,las vegas,usa,69,4.029,4.391,3.623,3.986,3.986,4.003
usa_nevada_las-vegas_hard_rock_hotel_and_casino,las vegas,usa,196,3.587,3.429,3.235,2.934,3.112,3.259
usa_nevada_las-vegas_the_palms_casino_hotel,las vegas,usa,181,3.735,3.641,3.453,3.017,3.414,3.452
usa_nevada_las-vegas_silverton_hotel_and_casino,las vegas,usa,59,3.78,3.661,3.508,3.322,3.678,3.59
usa_nevada_las-vegas_club_de_soleil,las vegas,usa,55,4.2,3.764,3.836,3.309,3.909,3.804
usa_nevada_las-vegas_casino_royale_and_hotel,las vegas,usa,39,3.821,3.487,3.564,4.821,4.205,3.979
usa_nevada_las-vegas_las_vegas_hilton,las vegas,usa,301,3.608,3.458,3.246,3.086,3.505,3.381
usa_nevada_las-vegas_hampton_inn_las_vegas_summerlin,las vegas,usa,4,4.75,4.25,4.5,3.75,4.5,4.35
usa_nevada_las-vegas_binion_s_horseshoe_hotel_casino_las_vegas,las vegas,usa,61,3.131,2.689,3.492,4.049,3.475,3.367
usa_nevada_las-vegas_the_westin_casuarina_las_vegas_hotel_casino_spa,las vegas,usa,301,3.744,3.585,3.568,3.558,3.452,3.581
usa_nevada_las-vegas_travelodge_ambassador_strip_inn,las vegas,usa,17,3.353,3.059,3.235,3.412,3.412,3.294
usa_nevada_las-vegas_la_quinta_inn_nellis,las vegas,usa,11,3.636,3.909,3.545,3.182,4.091,3.673
usa_nevada_las-vegas_luxor_las_vegas,las vegas,usa,301,3.425,2.993,3.209,3.322,3.385,3.267
usa_nevada_las-vegas_residence_inn_las_vegas_convention_center,las vegas,usa,17,4.0,3.588,3.824,3.941,3.647,3.8
usa_nevada_las-vegas_royal_vacation_suites_hotel_las_vegas,las vegas,usa,27,3.556,3.111,3.778,4.148,3.667,3.652
usa_nevada_las-vegas_riviera_hotel_casino,las vegas,usa,301,3.322,3.193,2.973,2.877,3.312,3.136
usa_nevada_las-vegas_comfort_inn,las vegas,usa,20,3.7,3.7,3.7,3.75,3.95,3.76
usa_nevada_las-vegas_hooters_casino_hotel,las vegas,usa,301,3.226,3.176,3.319,3.714,3.668,3.421
usa_nevada_las-vegas_courtyard_by_marriott_las_vegas_convention_center,las vegas,usa,11,4.455,3.818,3.818,3.636,4.091,3.964
usa_nevada_las-vegas_palace_station,las vegas,usa,141,3.631,3.326,3.426,3.007,3.482,3.374
usa_nevada_las-vegas_california_hotel,las vegas,usa,25,3.88,3.68,3.56,3.8,3.92,3.768
usa_nevada_las-vegas_fairmont_hotel,las vegas,usa,1,4.0,5.0,3.0,5.0,5.0,4.4
usa_nevada_las-vegas_imperial_palace_hotel_casino,las vegas,usa,301,3.216,2.894,3.193,4.645,3.877,3.565
usa_nevada_las-vegas_holiday_inn_express_las_vegas_nellis,las vegas,usa,4,4.5,4.5,4.75,2.5,3.75,4.0
usa_nevada_las-vegas_candlewood_suites_las_vegas,las vegas,usa,35,3.629,3.171,3.343,3.086,3.629,3.371
usa_nevada_las-vegas_fitzgeralds_casino_hotel,las vegas,usa,149,3.362,3.101,3.557,3.946,3.617,3.517
usa_nevada_las-vegas_best_western_mccarran_inn,las vegas,usa,38,3.895,3.5,3.579,3.684,3.632,3.658
usa_nevada_las-vegas_best_western_mardi_gras_hotel_casino,las vegas,usa,96,3.375,3.26,3.229,3.146,3.312,3.265
usa_nevada_las-vegas_comfort_inn_suites_las_vegas,las vegas,usa,7,4.571,4.857,4.857,3.714,4.429,4.486
usa_nevada_las-vegas_rodeway_inn,las vegas,usa,7,4.0,3.571,3.714,4.143,4.0,3.886
usa_nevada_las-vegas_circus_circus_hotel_casino_las_vegas,las vegas,usa,301,3.166,3.05,2.96,2.877,3.568,3.124
usa_nevada_las-vegas_arizona_charlie_s_boulder_casino_hotel,las vegas,usa,28,3.179,3.321,3.321,3.0,3.643,3.293
usa_nevada_las-vegas_boulder_station_hotel_and_casino,las vegas,usa,26,3.231,3.154,3.423,3.346,3.615,3.354
usa_nevada_las-vegas_motel_6_las_vegas_tropicana,las vegas,usa,41,3.195,2.902,3.073,3.707,3.561,3.288
usa_nevada_las-vegas_crestwood_suites_las_vegas_flamingo,las vegas,usa,10,3.0,3.0,3.0,3.7,3.8,3.3
usa_nevada_las-vegas_travelsuites_inn,las vegas,usa,5,1.6,1.6,1.8,3.6,2.0,2.12
usa_nevada_las-vegas_gold_spike_hotel_and_casino,las vegas,usa,26,3.115,2.923,3.346,3.538,4.0,3.385
usa_nevada_las-vegas_siena_suites,las vegas,usa,22,3.682,3.545,3.318,3.273,3.773,3.518
usa_nevada_las-vegas_texas_station_gambling_hall_and_hotel,las vegas,usa,27,3.519,3.333,3.074,2.667,3.37,3.193
usa_nevada_las-vegas_alexis_park_resort,las vegas,usa,90,3.367,3.144,3.111,2.889,3.156,3.133
usa_nevada_las-vegas_tod_motor_motel,las vegas,usa,13,3.538,3.308,4.154,3.615,4.0,3.723
usa_nevada_las-vegas_las_vegas_club_casino_hotel,las vegas,usa,78,2.949,2.795,3.333,3.833,3.449,3.272
usa_nevada_las-vegas_streamline_tower,las vegas,usa,1,5.0,5.0,5.0,5.0,5.0,5.0
usa_nevada_las-vegas_hampton_inn_suites_las_vegas_airport,las vegas,usa,3,5.0,5.0,3.667,3.667,4.333,4.333
usa_nevada_las-vegas_super_8_las_vegas,las vegas,usa,36,3.583,3.167,3.306,3.889,3.917,3.572
usa_nevada_las-vegas_best_western_main_street_inn,las vegas,usa,10,4.2,3.8,4.0,3.1,4.0,3.82
usa_nevada_las-vegas_sahara_hotel_casino,las vegas,usa,301,2.748,2.545,2.937,2.894,3.163,2.857
usa_nevada_las-vegas_arizona_charlie_s_decatur,las vegas,usa,16,3.125,2.75,3.125,2.438,3.062,2.9
usa_nevada_las-vegas_homestead_studio_suites_las_vegas_midtown,las vegas,usa,6,2.833,3.167,2.667,3.667,3.0,3.067
usa_nevada_las-vegas_siegel_suites,las vegas,usa,1,4.0,4.0,4.0,5.0,4.0,4.2
usa_nevada_las-vegas_tropicana_resort_and_casino,las vegas,usa,301,2.664,2.528,3.066,3.927,3.073,3.052
usa_nevada_las-vegas_regency_motel,las vegas,usa,2,4.5,4.0,4.0,3.5,4.0,4.0
usa_nevada_las-vegas_courtyard_by_marriott_las_vegas_summerlin,las vegas,usa,4,3.75,3.75,3.75,3.5,3.75,3.7
usa_nevada_las-vegas_lady_luck_casino_hotel,las vegas,usa,1,3.0,3.0,3.0,3.0,3.0,3.0
usa_nevada_las-vegas_best_western_parkview_inn,las vegas,usa,5,4.0,3.6,4.2,2.8,4.0,3.72
usa_nevada_las-vegas_somerset_house_motel,las vegas,usa,10,3.9,3.5,3.9,4.5,4.0,3.96
usa_nevada_las-vegas_plaza_hotel_casino,las vegas,usa,181,2.646,2.387,2.785,3.74,3.011,2.914
usa_nevada_las-vegas_highland_inn_motel,las vegas,usa,1,3.0,3.0,3.0,4.0,4.0,3.4
usa_nevada_las-vegas_holiday_inn_express_the_lakes_las_vegas,las vegas,usa,3,4.0,3.333,4.0,3.667,3.333,3.667
usa_nevada_las-vegas_econo_lodge,las vegas,usa,12,2.667,2.417,3.083,2.0,2.917,2.617
usa_nevada_las-vegas_americas_best_value_inn_las_vegas,las vegas,usa,37,2.405,2.243,2.541,3.649,2.811,2.73
usa_nevada_las-vegas_la_quinta_inn_and_suites_tropicana,las vegas,usa,11,3.727,3.182,3.273,3.364,3.364,3.382
usa_nevada_las-vegas_fun_city_motel,las vegas,usa,1,3.0,3.0,3.0,4.0,5.0,3.6
usa_nevada_las-vegas_holiday_motel,las vegas,usa,1,4.0,3.0,4.0,2.0,4.0,3.4
usa_nevada_las-vegas_western_hotel_casino,las vegas,usa,1,3.0,3.0,3.0,3.0,3.0,3.0
usa_nevada_las-vegas_primm_valley_resort_hotel_las_vegas,las vegas,usa,4,4.25,3.5,3.75,3.75,3.5,3.75
usa_nevada_las-vegas_las_vegas_mini_castle,las vegas,usa,1,5.0,5.0,5.0,5.0,5.0,5.0
usa_nevada_las-vegas_greek_isles_hotel_casino,las vegas,usa,13,2.923,2.923,2.692,2.923,3.154,2.923
usa_nevada_las-vegas_ogden_house_motel,las vegas,usa,2,3.5,3.5,3.5,3.5,4.5,3.7
usa_nevada_las-vegas_whiskey_pete_s_casino_and_hotel,las vegas,usa,59,3.085,2.966,2.983,3.085,3.475,3.119
usa_nevada_las-vegas_extended_stay_deluxe_las_vegas_east_flamingo,las vegas,usa,8,2.875,2.625,3.25,3.25,3.25,3.05
usa_nevada_las-vegas_tropicana_inn,las vegas,usa,32,2.969,2.719,3.031,3.875,2.875,3.094
usa_nevada_las-vegas_jet_luxury_resorts_palms_place,las vegas,usa,1,3.0,5.0,3.0,2.0,4.0,3.4
usa_nevada_las-vegas_the_suites_boulder_strip,las vegas,usa,1,3.0,3.0,3.0,4.0,3.0,3.2
usa_nevada_las-vegas_siegel_slots_and_suites,las vegas,usa,4,3.25,3.0,3.25,3.25,4.25,3.4
usa_nevada_las-vegas_stardust_resort_casino,las vegas,usa,1,3.0,3.0,3.0,3.0,3.0,3.0
usa_nevada_las-vegas_wild_wild_west_gambling_hall_and_hotel,las vegas,usa,45,2.689,2.4,2.289,2.867,2.622,2.573
usa_nevada_las-vegas_quality_inn_key_largo_casino,las vegas,usa,2,3.5,3.5,4.0,3.5,4.0,3.7
usa_nevada_las-vegas_nevada_hotel_casino,las vegas,usa,1,1.0,1.0,1.0,1.0,1.0,1.0
usa_nevada_las-vegas_town_and_country_manor_iii,las vegas,usa,3,3.333,3.0,3.0,3.667,3.333,3.267
usa_nevada_las-vegas_fiesta_hotel_and_casino,las vegas,usa,11,2.364,2.182,2.364,1.727,2.636,2.255
usa_nevada_las-vegas_best_western_nellis_motor_inn,las vegas,usa,7,2.857,2.571,3.0,2.571,2.714,2.743
usa_nevada_las-vegas_americas_best_value_inn,las vegas,usa,5,3.0,2.6,2.8,4.4,3.4,3.24
usa_nevada_las-vegas_downtowner_motel,las vegas,usa,1,4.0,4.0,4.0,3.0,2.0,3.4
usa_nevada_las-vegas_howard_johnson_las_vegas_strip,las vegas,usa,22,2.591,2.182,2.591,2.409,2.455,2.445
usa_nevada_las-vegas_blair_house_suites,las vegas,usa,16,2.688,2.5,2.875,3.438,3.062,2.912
usa_nevada_las-vegas_super_8_las_vegas_nellis_afb,las vegas,usa,4,4.0,2.75,3.25,2.75,3.0,3.15
usa_nevada_las-vegas_las_vegas_south_strip_travelodge,las vegas,usa,17,3.176,2.588,3.353,4.235,3.059,3.282
usa_nevada_las-vegas_aruba_hotel,las vegas,usa,13,2.538,2.538,3.154,2.385,3.0,2.723
usa_nevada_las-vegas_atrium_suites_hotel_las_vegas,las vegas,usa,8,3.5,2.875,3.625,3.0,3.0,3.2
usa_nevada_las-vegas_budget_suites_of_america_wynn,las vegas,usa,3,2.333,2.333,2.667,2.667,2.333,2.467
usa_nevada_las-vegas_golden_palm_hotel,las vegas,usa,2,1.5,1.0,2.0,2.0,2.0,1.7
usa_nevada_las-vegas_the_new_frontier_hotel_and_casino,las vegas,usa,2,1.5,1.0,1.0,2.0,1.0,1.3
usa_nevada_las-vegas_fairfield_inn_suites_las_vegas_south,las vegas,usa,5,4.8,3.6,4.4,3.6,3.4,3.96
usa_nevada_las-vegas_santa_fe_station_hotel,las vegas,usa,11,2.727,2.182,2.273,2.273,2.455,2.382
usa_nevada_las-vegas_oasis_motel,las vegas,usa,1,1.0,1.0,1.0,2.0,1.0,1.2
usa_nevada_las-vegas_super_8_las_vegas_boulder_highway,las vegas,usa,6,2.333,2.5,3.333,3.0,2.667,2.767
usa_nevada_las-vegas_super_8_motel_las_vegas_downtown,las vegas,usa,4,2.5,2.75,2.5,3.25,2.5,2.7
usa_nevada_las-vegas_extended_stayamerica_las_vegas_valley_view,las vegas,usa,7,2.857,2.286,3.0,3.286,2.286,2.743
usa_nevada_las-vegas_the_resort_on_mount_charleston,las vegas,usa,13,2.231,2.154,2.538,3.692,2.769,2.677
usa_nevada_las-vegas_knights_inn_las_vegas,las vegas,usa,19,2.0,1.632,1.579,2.368,1.684,1.853
usa_nevada_las-vegas_budget_suites_of_america_las_vegas,las vegas,usa,1,2.0,2.0,1.0,3.0,2.0,2.0
usa_nevada_las-vegas_budget_suites_of_america_north_rancho_drive,las vegas,usa,2,1.5,1.0,1.0,2.0,1.0,1.3
usa_nevada_las-vegas_emerald_suites_tropicana,las vegas,usa,14,2.929,2.857,2.714,2.643,2.929,2.814
usa_nevada_las-vegas_circus_circus_manor_motor_lodge,las vegas,usa,26,2.808,2.269,2.423,2.423,2.654,2.515
usa_nevada_las-vegas_aae_todds_hotel,las vegas,usa,1,1.0,1.0,1.0,2.0,2.0,1.4
usa_nevada_las-vegas_branding_iron_motel,las vegas,usa,1,1.0,1.0,1.0,2.0,1.0,1.2
usa_nevada_las-vegas_sahara_westwood_hotel,las vegas,usa,13,2.308,2.231,2.308,2.231,2.308,2.277
usa_nevada_las-vegas_manor_suites,las vegas,usa,3,2.333,1.667,2.333,3.667,1.333,2.267
usa_nevada_las-vegas_clarion_emerald_springs,las vegas,usa,20,1.7,1.9,1.9,2.3,1.85,1.93
usa_nevada_las-vegas_motel_6_las_vegas_boulder_highway,las vegas,usa,3,1.0,1.0,1.667,2.667,1.0,1.467
usa_nevada_las-vegas_motel_6,las vegas,usa,11,1.364,1.273,1.182,2.545,1.455,1.564
usa_nevada_las-vegas_americana_5,las vegas,usa,7,2.143,1.714,2.857,2.143,1.714,2.114
usa_nevada_las-vegas_extended_stayamerica_las_vegas_boulder_hwy,las vegas,usa,5,2.8,3.0,3.0,3.2,3.0,3.0
usa_nevada_las-vegas_motel_6_las_vegas_i_15,las vegas,usa,2,1.5,1.5,2.0,2.0,2.0,1.8
usa_nevada_las-vegas_the_suites,las vegas,usa,4,2.0,2.25,1.25,2.75,1.75,2.0
usa_nevada_las-vegas_sportsman_s_royal_manor,las vegas,usa,2,1.5,1.5,1.0,2.5,1.0,1.5
usa_nevada_las-vegas_knights_inn,las vegas,usa,17,1.941,1.882,1.647,2.706,1.765,1.988
usa_nevada_las-vegas_artisan_hotel,las vegas,usa,43,2.86,2.535,2.419,2.209,2.302,2.465
uk_england_london_the_milestone_hotel,london,UK,127,4.898,4.78,4.913,4.78,4.504,4.775
uk_england_london_the_soho_hotel,london,UK,170,4.959,4.894,4.765,4.818,4.329,4.753
uk_england_london_hotel_41,london,UK,226,4.872,4.593,4.858,4.624,4.367,4.663
uk_england_london_sofitel_st_james_london,london,UK,256,4.816,4.598,4.586,4.867,4.258,4.625
uk_england_london_the_halkin,london,UK,39,4.923,4.667,4.615,4.615,4.179,4.6
uk_england_london_the_montague_on_the_gardens,london,UK,301,4.804,4.329,4.807,4.771,4.336,4.609
uk_england_london_city_inn_westminster,london,UK,301,4.794,4.608,4.535,4.332,4.475,4.549
uk_england_london_apex_city_of_london,london,UK,301,4.831,4.674,4.545,4.452,4.488,4.598
uk_england_london_the_chesterfield_mayfair_hotel,london,UK,301,4.824,4.359,4.708,4.814,4.385,4.618
uk_england_london_covent_garden_hotel,london,UK,88,4.932,4.784,4.761,4.875,4.159,4.702
uk_england_london_draycott_hotel,london,UK,60,4.783,4.717,4.7,4.867,4.433,4.7
uk_england_london_egerton_house_hotel,london,UK,55,4.836,4.655,4.855,4.909,4.473,4.745
uk_england_london_the_sumner_hotel,london,UK,254,4.795,4.429,4.583,4.618,4.461,4.577
uk_england_london_hilton_london_canary_wharf,london,UK,156,4.808,4.635,4.635,4.244,4.449,4.554
uk_england_london_base2stay_kensington,london,UK,301,4.807,4.412,4.621,4.598,4.439,4.575
uk_england_london_hoxton_hotel,london,UK,301,4.761,4.581,4.508,3.821,4.698,4.474
